"Game","Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type","Round.Number"
15255,2018-05-04,"R7","Geelong",14,9,93,"GWS",4,8,32,"Kardinia Park",61,2018,"Regular",7
15256,2018-05-05,"R7","Footscray",11,15,81,"Gold Coast",10,12,72,"Eureka Stadium",9,2018,"Regular",7
15257,2018-05-05,"R7","Essendon",10,7,67,"Hawthorn",13,12,90,"M.C.G.",-23,2018,"Regular",7
15258,2018-05-05,"R7","West Coast",16,6,102,"Port Adelaide",9,6,60,"Perth Stadium",42,2018,"Regular",7
15259,2018-05-05,"R7","Sydney",9,12,66,"North Melbourne",9,14,68,"S.C.G.",-2,2018,"Regular",7
15260,2018-05-05,"R7","Adelaide",19,11,125,"Carlton",10,10,70,"Adelaide Oval",55,2018,"Regular",7
15261,2018-05-06,"R7","Richmond",15,20,110,"Fremantle",4,9,33,"M.C.G.",77,2018,"Regular",7
15262,2018-05-06,"R7","St Kilda",9,13,67,"Melbourne",16,10,106,"Docklands",-39,2018,"Regular",7
15263,2018-05-06,"R7","Brisbane Lions",18,6,114,"Collingwood",19,7,121,"Gabba",-7,2018,"Regular",7
15264,2018-05-11,"R8","Hawthorn",10,11,71,"Sydney",12,7,79,"M.C.G.",-8,2018,"Regular",8
15265,2018-05-12,"R8","GWS",8,13,61,"West Coast",12,14,86,"Sydney Showground",-25,2018,"Regular",8
15266,2018-05-12,"R8","Carlton",14,7,91,"Essendon",10,18,78,"M.C.G.",13,2018,"Regular",8
15267,2018-05-12,"R8","Gold Coast",11,11,77,"Melbourne",21,20,146,"Gabba",-69,2018,"Regular",8
15268,2018-05-12,"R8","Port Adelaide",14,11,95,"Adelaide",14,6,90,"Adelaide Oval",5,2018,"Regular",8
15269,2018-05-12,"R8","Footscray",16,11,107,"Brisbane Lions",14,9,93,"Docklands",14,2018,"Regular",8
15270,2018-05-12,"R8","Fremantle",13,11,89,"St Kilda",8,11,59,"Perth Stadium",30,2018,"Regular",8
15271,2018-05-13,"R8","North Melbourne",11,6,72,"Richmond",12,10,82,"Docklands",-10,2018,"Regular",8
15272,2018-05-13,"R8","Collingwood",5,15,45,"Geelong",9,12,66,"M.C.G.",-21,2018,"Regular",8
15273,2018-05-18,"R9","Adelaide",9,9,63,"Footscray",2,14,26,"Adelaide Oval",37,2018,"Regular",9
15274,2018-05-19,"R9","Gold Coast",6,6,42,"Port Adelaide",11,16,82,"Jiangwan Stadium",-40,2018,"Regular",9
15275,2018-05-19,"R9","North Melbourne",17,10,112,"GWS",9,15,69,"Bellerive Oval",43,2018,"Regular",9
15276,2018-05-19,"R9","Essendon",12,12,84,"Geelong",7,8,50,"M.C.G.",34,2018,"Regular",9
15277,2018-05-19,"R9","St Kilda",10,12,72,"Collingwood",15,10,100,"Docklands",-28,2018,"Regular",9
15278,2018-05-19,"R9","Sydney",17,9,111,"Fremantle",7,10,52,"S.C.G.",59,2018,"Regular",9
15279,2018-05-20,"R9","Carlton",7,8,50,"Melbourne",25,9,159,"M.C.G.",-109,2018,"Regular",9
15280,2018-05-20,"R9","Brisbane Lions",20,9,129,"Hawthorn",11,7,73,"Gabba",56,2018,"Regular",9
15281,2018-05-20,"R9","West Coast",20,10,130,"Richmond",12,11,83,"Perth Stadium",47,2018,"Regular",9
15282,2018-05-25,"R10","Collingwood",13,12,90,"Footscray",8,7,55,"Docklands",35,2018,"Regular",10
15283,2018-05-26,"R10","Richmond",15,15,105,"St Kilda",12,5,77,"M.C.G.",28,2018,"Regular",10
15284,2018-05-26,"R10","Brisbane Lions",6,13,49,"Sydney",10,7,67,"Gabba",-18,2018,"Regular",10
15285,2018-05-26,"R10","Geelong",11,7,73,"Carlton",5,15,45,"Kardinia Park",28,2018,"Regular",10
15286,2018-05-26,"R10","GWS",8,12,60,"Essendon",14,11,95,"Sydney Showground",-35,2018,"Regular",10
15287,2018-05-27,"R10","Hawthorn",9,6,60,"West Coast",11,9,75,"Docklands",-15,2018,"Regular",10
15288,2018-05-27,"R10","Melbourne",23,8,146,"Adelaide",8,7,55,"Traeger Park",91,2018,"Regular",10
15289,2018-05-27,"R10","Fremantle",8,10,58,"North Melbourne",12,14,86,"Perth Stadium",-28,2018,"Regular",10
15290,2018-06-01,"R11","Sydney",13,13,91,"Carlton",9,7,61,"S.C.G.",30,2018,"Regular",11
15291,2018-06-02,"R11","Footscray",7,9,51,"Melbourne",15,10,100,"Docklands",-49,2018,"Regular",11
15292,2018-06-02,"R11","Hawthorn",9,10,64,"Port Adelaide",9,7,61,"York Park",3,2018,"Regular",11
15293,2018-06-02,"R11","Gold Coast",4,12,36,"Geelong",17,19,121,"Carrara",-85,2018,"Regular",11
15294,2018-06-02,"R11","Essendon",6,7,43,"Richmond",17,12,114,"M.C.G.",-71,2018,"Regular",11
15295,2018-06-02,"R11","West Coast",16,5,101,"St Kilda",14,4,88,"Perth Stadium",13,2018,"Regular",11
15296,2018-06-03,"R11","North Melbourne",21,15,141,"Brisbane Lions",12,15,87,"Docklands",54,2018,"Regular",11
15297,2018-06-03,"R11","Collingwood",21,12,138,"Fremantle",12,5,77,"M.C.G.",61,2018,"Regular",11
15298,2018-06-03,"R11","Adelaide",11,15,81,"GWS",14,13,97,"Adelaide Oval",-16,2018,"Regular",11
15299,2018-06-08,"R12","Port Adelaide",10,12,72,"Richmond",8,10,58,"Adelaide Oval",14,2018,"Regular",12
15300,2018-06-09,"R12","Geelong",14,12,96,"North Melbourne",8,11,59,"Kardinia Park",37,2018,"Regular",12
15301,2018-06-09,"R12","GWS",20,14,134,"Gold Coast",4,2,26,"Sydney Showground",108,2018,"Regular",12
15302,2018-06-09,"R12","St Kilda",7,13,55,"Sydney",19,12,126,"Docklands",-71,2018,"Regular",12
15303,2018-06-10,"R12","Brisbane Lions",8,14,62,"Essendon",12,12,84,"Gabba",-22,2018,"Regular",12
15304,2018-06-10,"R12","Fremantle",10,11,71,"Adelaide",9,14,68,"Perth Stadium",3,2018,"Regular",12
15305,2018-06-11,"R12","Melbourne",14,7,91,"Collingwood",20,13,133,"M.C.G.",-42,2018,"Regular",12
15306,2018-06-14,"R13","Port Adelaide",20,12,132,"Footscray",11,9,75,"Adelaide Oval",57,2018,"Regular",13
15307,2018-06-15,"R13","Sydney",10,12,72,"West Coast",7,15,57,"S.C.G.",15,2018,"Regular",13
15308,2018-06-16,"R13","Carlton",6,10,46,"Fremantle",15,13,103,"Docklands",-57,2018,"Regular",13
15309,2018-06-16,"R13","Gold Coast",11,12,78,"St Kilda",11,14,80,"Carrara",-2,2018,"Regular",13
15310,2018-06-16,"R13","Hawthorn",12,16,88,"Adelaide",4,8,32,"M.C.G.",56,2018,"Regular",13
15311,2018-06-17,"R13","Geelong",9,11,65,"Richmond",12,11,83,"M.C.G.",-18,2018,"Regular",13
15312,2018-06-21,"R14","West Coast",6,16,52,"Essendon",12,8,80,"Perth Stadium",-28,2018,"Regular",14
15313,2018-06-22,"R14","Port Adelaide",11,9,75,"Melbourne",9,11,65,"Adelaide Oval",10,2018,"Regular",14
15314,2018-06-23,"R14","Hawthorn",13,18,96,"Gold Coast",5,13,43,"York Park",53,2018,"Regular",14
15315,2018-06-23,"R14","Brisbane Lions",12,10,82,"GWS",16,13,109,"Gabba",-27,2018,"Regular",14
15316,2018-06-23,"R14","Footscray",11,9,75,"North Melbourne",12,5,77,"Docklands",-2,2018,"Regular",14
15317,2018-06-24,"R14","Collingwood",11,13,79,"Carlton",9,5,59,"M.C.G.",20,2018,"Regular",14
15318,2018-06-28,"R15","Richmond",14,9,93,"Sydney",11,1,67,"Docklands",26,2018,"Regular",15
15319,2018-06-29,"R15","Footscray",16,7,103,"Geelong",15,11,101,"Docklands",2,2018,"Regular",15
15320,2018-06-30,"R15","Carlton",10,9,69,"Port Adelaide",13,12,90,"M.C.G.",-21,2018,"Regular",15
15321,2018-06-30,"R15","Adelaide",12,16,88,"West Coast",12,6,78,"Adelaide Oval",10,2018,"Regular",15
15322,2018-06-30,"R15","Gold Coast",8,12,60,"Collingwood",14,15,99,"Carrara",-39,2018,"Regular",15
15323,2018-06-30,"R15","GWS",13,17,95,"Hawthorn",13,6,84,"Sydney Showground",11,2018,"Regular",15
15324,2018-07-01,"R15","Melbourne",18,9,117,"St Kilda",18,11,119,"M.C.G.",-2,2018,"Regular",15
15325,2018-07-01,"R15","Essendon",19,11,125,"North Melbourne",16,12,108,"Docklands",17,2018,"Regular",15
15326,2018-07-01,"R15","Fremantle",9,10,64,"Brisbane Lions",18,11,119,"Perth Stadium",-55,2018,"Regular",15
15327,2018-07-05,"R16","Sydney",9,5,59,"Geelong",8,23,71,"S.C.G.",-12,2018,"Regular",16
15328,2018-07-06,"R16","Richmond",15,13,103,"Adelaide",8,8,56,"M.C.G.",47,2018,"Regular",16
15329,2018-07-07,"R16","Brisbane Lions",18,12,120,"Carlton",7,13,55,"Gabba",65,2018,"Regular",16
15330,2018-07-07,"R16","Port Adelaide",12,14,86,"St Kilda",7,8,50,"Adelaide Oval",36,2018,"Regular",16
15331,2018-07-07,"R16","Footscray",9,5,59,"Hawthorn",19,8,122,"Docklands",-63,2018,"Regular",16
15332,2018-07-07,"R16","Melbourne",13,24,102,"Fremantle",7,6,48,"Marrara Oval",54,2018,"Regular",16
15333,2018-07-08,"R16","North Melbourne",14,11,95,"Gold Coast",8,10,58,"Docklands",37,2018,"Regular",16
15334,2018-07-08,"R16","Essendon",9,8,62,"Collingwood",12,6,78,"M.C.G.",-16,2018,"Regular",16
15335,2018-07-08,"R16","West Coast",13,8,86,"GWS",10,15,75,"Perth Stadium",11,2018,"Regular",16
15336,2018-07-12,"R17","Adelaide",16,16,112,"Geelong",14,13,97,"Adelaide Oval",15,2018,"Regular",17
15337,2018-07-13,"R17","St Kilda",16,20,116,"Carlton",7,10,52,"Docklands",64,2018,"Regular",17
15338,2018-07-14,"R17","Hawthorn",9,11,65,"Brisbane Lions",15,8,98,"York Park",-33,2018,"Regular",17
15339,2018-07-14,"R17","Melbourne",18,11,119,"Footscray",10,9,69,"M.C.G.",50,2018,"Regular",17
15340,2018-07-14,"R17","Gold Coast",6,15,51,"Essendon",13,17,95,"Carrara",-44,2018,"Regular",17
15341,2018-07-14,"R17","GWS",11,13,79,"Richmond",10,17,77,"Sydney Showground",2,2018,"Regular",17
15342,2018-07-15,"R17","Collingwood",9,13,67,"West Coast",15,12,102,"M.C.G.",-35,2018,"Regular",17
15343,2018-07-15,"R17","North Melbourne",15,8,98,"Sydney",16,8,104,"Docklands",-6,2018,"Regular",17
15344,2018-07-15,"R17","Fremantle",8,11,59,"Port Adelaide",7,8,50,"Perth Stadium",9,2018,"Regular",17
15345,2018-07-20,"R18","St Kilda",8,9,57,"Richmond",16,15,111,"Docklands",-54,2018,"Regular",18
15346,2018-07-21,"R18","Collingwood",20,10,130,"North Melbourne",9,10,64,"M.C.G.",66,2018,"Regular",18
15347,2018-07-21,"R18","Sydney",8,16,64,"Gold Coast",12,16,88,"S.C.G.",-24,2018,"Regular",18
15348,2018-07-21,"R18","Essendon",13,21,99,"Fremantle",11,4,70,"Docklands",29,2018,"Regular",18
15349,2018-07-21,"R18","Brisbane Lions",13,10,88,"Adelaide",13,15,93,"Gabba",-5,2018,"Regular",18
15350,2018-07-21,"R18","Geelong",16,4,100,"Melbourne",14,14,98,"Kardinia Park",2,2018,"Regular",18
15351,2018-07-22,"R18","Carlton",7,10,52,"Hawthorn",18,16,124,"Docklands",-72,2018,"Regular",18
15352,2018-07-22,"R18","West Coast",14,16,100,"Footscray",6,10,46,"Perth Stadium",54,2018,"Regular",18
15353,2018-07-22,"R18","Port Adelaide",8,10,58,"GWS",11,14,80,"Adelaide Oval",-22,2018,"Regular",18
15354,2018-07-27,"R19","Essendon",15,19,109,"Sydney",10,6,66,"Docklands",43,2018,"Regular",19
15355,2018-07-28,"R19","Richmond",16,9,105,"Collingwood",12,5,77,"M.C.G.",28,2018,"Regular",19
15356,2018-07-28,"R19","Geelong",18,12,120,"Brisbane Lions",11,12,78,"Kardinia Park",42,2018,"Regular",19
15357,2018-07-28,"R19","GWS",13,8,86,"St Kilda",8,13,61,"Sydney Showground",25,2018,"Regular",19
15358,2018-07-28,"R19","Gold Coast",5,14,44,"Carlton",12,7,79,"Carrara",-35,2018,"Regular",19
15359,2018-07-28,"R19","Adelaide",10,17,77,"Melbourne",13,12,90,"Adelaide Oval",-13,2018,"Regular",19
15360,2018-07-29,"R19","North Melbourne",12,9,81,"West Coast",6,5,41,"Bellerive Oval",40,2018,"Regular",19
15361,2018-07-29,"R19","Footscray",5,4,34,"Port Adelaide",11,12,78,"Eureka Stadium",-44,2018,"Regular",19
15362,2018-07-29,"R19","Fremantle",7,11,53,"Hawthorn",17,10,112,"Perth Stadium",-59,2018,"Regular",19
15363,2018-08-03,"R20","Richmond",12,13,85,"Geelong",12,10,82,"M.C.G.",3,2018,"Regular",20
15364,2018-08-04,"R20","Hawthorn",16,11,107,"Essendon",16,7,103,"M.C.G.",4,2018,"Regular",20
15365,2018-08-04,"R20","Brisbane Lions",16,8,104,"North Melbourne",16,11,107,"Gabba",-3,2018,"Regular",20
15366,2018-08-04,"R20","Adelaide",13,18,96,"Port Adelaide",14,9,93,"Adelaide Oval",3,2018,"Regular",20
15367,2018-08-04,"R20","Sydney",11,7,73,"Collingwood",10,11,71,"S.C.G.",2,2018,"Regular",20
15368,2018-08-04,"R20","St Kilda",9,14,68,"Footscray",15,13,103,"Docklands",-35,2018,"Regular",20
15369,2018-08-05,"R20","Carlton",7,4,46,"GWS",23,13,151,"Docklands",-105,2018,"Regular",20
15370,2018-08-05,"R20","Melbourne",21,17,143,"Gold Coast",7,5,47,"M.C.G.",96,2018,"Regular",20
15371,2018-08-05,"R20","West Coast",21,16,142,"Fremantle",13,6,84,"Perth Stadium",58,2018,"Regular",20
15372,2018-08-10,"R21","Essendon",18,14,122,"St Kilda",11,13,79,"Docklands",43,2018,"Regular",21
15373,2018-08-11,"R21","Hawthorn",10,11,71,"Geelong",8,12,60,"M.C.G.",11,2018,"Regular",21
15374,2018-08-11,"R21","Gold Coast",7,9,51,"Richmond",19,11,125,"Carrara",-74,2018,"Regular",21
15375,2018-08-11,"R21","Port Adelaide",9,4,58,"West Coast",9,8,62,"Adelaide Oval",-4,2018,"Regular",21
15376,2018-08-11,"R21","GWS",15,16,106,"Adelaide",13,14,92,"Manuka Oval",14,2018,"Regular",21
15377,2018-08-11,"R21","Collingwood",14,20,104,"Brisbane Lions",11,7,73,"Docklands",31,2018,"Regular",21
15378,2018-08-12,"R21","North Melbourne",12,13,85,"Footscray",13,14,92,"Docklands",-7,2018,"Regular",21
15379,2018-08-12,"R21","Melbourne",10,18,78,"Sydney",13,9,87,"M.C.G.",-9,2018,"Regular",21
15380,2018-08-12,"R21","Fremantle",15,11,101,"Carlton",10,12,72,"Perth Stadium",29,2018,"Regular",21
15381,2018-08-17,"R22","Richmond",12,9,81,"Essendon",11,7,73,"M.C.G.",8,2018,"Regular",22
15382,2018-08-18,"R22","Collingwood",17,13,115,"Port Adelaide",10,4,64,"M.C.G.",51,2018,"Regular",22
15383,2018-08-18,"R22","Geelong",24,14,158,"Fremantle",3,7,25,"Kardinia Park",133,2018,"Regular",22
15384,2018-08-18,"R22","GWS",8,12,60,"Sydney",11,14,80,"Sydney Showground",-20,2018,"Regular",22
15385,2018-08-18,"R22","St Kilda",11,10,76,"Hawthorn",12,8,80,"Docklands",-4,2018,"Regular",22
15386,2018-08-18,"R22","Gold Coast",11,8,74,"Brisbane Lions",10,18,78,"Carrara",-4,2018,"Regular",22
15387,2018-08-19,"R22","Carlton",7,7,49,"Footscray",10,6,66,"Docklands",-17,2018,"Regular",22
15388,2018-08-19,"R22","West Coast",14,7,91,"Melbourne",16,12,108,"Perth Stadium",-17,2018,"Regular",22
15389,2018-08-19,"R22","Adelaide",12,14,86,"North Melbourne",11,11,77,"Adelaide Oval",9,2018,"Regular",22
15390,2018-08-24,"R23","Port Adelaide",13,11,89,"Essendon",17,9,111,"Adelaide Oval",-22,2018,"Regular",23
15391,2018-08-25,"R23","Geelong",22,10,142,"Gold Coast",5,10,40,"Kardinia Park",102,2018,"Regular",23
15392,2018-08-25,"R23","Richmond",15,8,98,"Footscray",14,11,95,"M.C.G.",3,2018,"Regular",23
15393,2018-08-25,"R23","Fremantle",9,13,67,"Collingwood",11,10,76,"Perth Stadium",-9,2018,"Regular",23
15394,2018-08-25,"R23","Carlton",8,13,61,"Adelaide",26,9,165,"Docklands",-104,2018,"Regular",23
15395,2018-08-25,"R23","Sydney",10,14,74,"Hawthorn",12,11,83,"S.C.G.",-9,2018,"Regular",23
15396,2018-08-26,"R23","Brisbane Lions",11,6,72,"West Coast",14,14,98,"Gabba",-26,2018,"Regular",23
15397,2018-08-26,"R23","Melbourne",15,12,102,"GWS",8,9,57,"M.C.G.",45,2018,"Regular",23
15398,2018-08-26,"R23","St Kilda",14,10,94,"North Melbourne",17,15,117,"Docklands",-23,2018,"Regular",23
15399,2018-09-06,"QF","Richmond",13,17,95,"Hawthorn",9,10,64,"M.C.G.",31,2018,"Finals",24
15400,2018-09-07,"EF","Melbourne",10,15,75,"Geelong",6,10,46,"M.C.G.",29,2018,"Finals",24
15401,2018-09-08,"EF","Sydney",4,6,30,"GWS",10,19,79,"S.C.G.",-49,2018,"Finals",24
15402,2018-09-08,"QF","West Coast",12,14,86,"Collingwood",10,10,70,"Perth Stadium",16,2018,"Finals",24
15403,2018-09-14,"SF","Hawthorn",10,11,71,"Melbourne",16,8,104,"M.C.G.",-33,2018,"Finals",25
15404,2018-09-15,"SF","Collingwood",9,15,69,"GWS",9,5,59,"M.C.G.",10,2018,"Finals",25
15405,2018-09-21,"PF","Richmond",8,10,58,"Collingwood",15,7,97,"M.C.G.",-39,2018,"Finals",26
15406,2018-09-22,"PF","West Coast",18,13,121,"Melbourne",7,13,55,"Perth Stadium",66,2018,"Finals",26
15407,2018-09-29,"GF","West Coast",11,13,79,"Collingwood",11,8,74,"M.C.G.",5,2018,"Finals",27
15408,2019-03-21,"R1","Carlton",9,10,64,"Richmond",14,13,97,"M.C.G.",-33,2019,"Regular",1
15409,2019-03-22,"R1","Collingwood",9,11,65,"Geelong",10,12,72,"M.C.G.",-7,2019,"Regular",1
15410,2019-03-23,"R1","Melbourne",9,7,61,"Port Adelaide",12,15,87,"M.C.G.",-26,2019,"Regular",1
15411,2019-03-23,"R1","Adelaide",7,13,55,"Hawthorn",12,15,87,"Adelaide Oval",-32,2019,"Regular",1
15412,2019-03-23,"R1","Footscray",11,16,82,"Sydney",9,11,65,"Docklands",17,2019,"Regular",1
15413,2019-03-23,"R1","Brisbane Lions",15,12,102,"West Coast",8,10,58,"Gabba",44,2019,"Regular",1
15414,2019-03-24,"R1","St Kilda",13,7,85,"Gold Coast",13,6,84,"Docklands",1,2019,"Regular",1
15415,2019-03-24,"R1","GWS",16,16,112,"Essendon",5,10,40,"Sydney Showground",72,2019,"Regular",1
15416,2019-03-24,"R1","Fremantle",21,15,141,"North Melbourne",9,5,59,"Perth Stadium",82,2019,"Regular",1
15417,2019-03-28,"R2","Richmond",10,6,66,"Collingwood",17,8,110,"M.C.G.",-44,2019,"Regular",2
15418,2019-03-29,"R2","Sydney",8,14,62,"Adelaide",12,16,88,"S.C.G.",-26,2019,"Regular",2
15419,2019-03-30,"R2","Port Adelaide",13,10,88,"Carlton",11,6,72,"Adelaide Oval",16,2019,"Regular",2
15420,2019-03-30,"R2","Essendon",9,11,65,"St Kilda",10,16,76,"Docklands",-11,2019,"Regular",2
15421,2019-03-30,"R2","Geelong",20,6,126,"Melbourne",6,10,46,"Kardinia Park",80,2019,"Regular",2
15422,2019-03-30,"R2","West Coast",16,8,104,"GWS",7,10,52,"Perth Stadium",52,2019,"Regular",2
15423,2019-03-31,"R2","North Melbourne",13,9,87,"Brisbane Lions",16,11,107,"Docklands",-20,2019,"Regular",2
15424,2019-03-31,"R2","Hawthorn",13,9,87,"Footscray",16,10,106,"M.C.G.",-19,2019,"Regular",2
15425,2019-03-31,"R2","Gold Coast",7,19,61,"Fremantle",8,10,58,"Carrara",3,2019,"Regular",2
15426,2019-04-04,"R3","Adelaide",10,15,75,"Geelong",14,15,99,"Adelaide Oval",-24,2019,"Regular",3
15427,2019-04-05,"R3","Melbourne",18,4,112,"Essendon",20,10,130,"M.C.G.",-18,2019,"Regular",3
15428,2019-04-06,"R3","Carlton",10,14,74,"Sydney",14,9,93,"Docklands",-19,2019,"Regular",3
15429,2019-04-06,"R3","GWS",19,11,125,"Richmond",10,16,76,"Sydney Showground",49,2019,"Regular",3
15430,2019-04-06,"R3","Collingwood",11,10,76,"West Coast",15,8,98,"M.C.G.",-22,2019,"Regular",3
15431,2019-04-06,"R3","Brisbane Lions",16,11,107,"Port Adelaide",13,12,90,"Gabba",17,2019,"Regular",3
15432,2019-04-07,"R3","Footscray",9,14,68,"Gold Coast",10,13,73,"Docklands",-5,2019,"Regular",3
15433,2019-04-07,"R3","Hawthorn",13,9,87,"North Melbourne",10,11,71,"M.C.G.",16,2019,"Regular",3
15434,2019-04-07,"R3","Fremantle",11,5,71,"St Kilda",9,12,66,"Perth Stadium",5,2019,"Regular",3
15435,2019-04-11,"R4","Sydney",11,12,78,"Melbourne",15,10,100,"S.C.G.",-22,2019,"Regular",4
15436,2019-04-12,"R4","Collingwood",11,12,78,"Footscray",9,10,64,"M.C.G.",14,2019,"Regular",4
15437,2019-04-13,"R4","Geelong",11,9,75,"GWS",11,13,79,"Kardinia Park",-4,2019,"Regular",4
15438,2019-04-13,"R4","Essendon",17,10,112,"Brisbane Lions",9,11,65,"M.C.G.",47,2019,"Regular",4
15439,2019-04-13,"R4","Port Adelaide",14,8,92,"Richmond",15,9,99,"Adelaide Oval",-7,2019,"Regular",4
15440,2019-04-13,"R4","North Melbourne",9,17,71,"Adelaide",8,11,59,"Docklands",12,2019,"Regular",4
15441,2019-04-13,"R4","West Coast",10,9,69,"Fremantle",7,14,56,"Perth Stadium",13,2019,"Regular",4
15442,2019-04-14,"R4","Gold Coast",8,11,59,"Carlton",8,9,57,"Carrara",2,2019,"Regular",4
15443,2019-04-14,"R4","St Kilda",10,14,74,"Hawthorn",10,9,69,"Docklands",5,2019,"Regular",4
15444,2019-04-18,"R5","Brisbane Lions",8,13,61,"Collingwood",18,15,123,"Gabba",-62,2019,"Regular",5
15445,2019-04-19,"R5","North Melbourne",7,16,58,"Essendon",17,14,116,"Docklands",-58,2019,"Regular",5
15446,2019-04-19,"R5","West Coast",8,5,53,"Port Adelaide",13,17,95,"Perth Stadium",-42,2019,"Regular",5
15447,2019-04-20,"R5","GWS",11,16,82,"Fremantle",16,10,106,"Manuka Oval",-24,2019,"Regular",5
15448,2019-04-20,"R5","Melbourne",7,13,55,"St Kilda",15,5,95,"M.C.G.",-40,2019,"Regular",5
15449,2019-04-20,"R5","Richmond",13,11,89,"Sydney",10,7,67,"Docklands",22,2019,"Regular",5
15450,2019-04-21,"R5","Footscray",7,15,57,"Carlton",15,11,101,"Docklands",-44,2019,"Regular",5
15451,2019-04-21,"R5","Adelaide",18,11,119,"Gold Coast",6,10,46,"Adelaide Oval",73,2019,"Regular",5
15452,2019-04-22,"R5","Hawthorn",13,12,90,"Geelong",17,11,113,"M.C.G.",-23,2019,"Regular",5
15453,2019-04-24,"R6","Richmond",12,13,85,"Melbourne",6,6,42,"M.C.G.",43,2019,"Regular",6
15454,2019-04-25,"R6","Essendon",10,9,69,"Collingwood",10,13,73,"M.C.G.",-4,2019,"Regular",6
15455,2019-04-26,"R6","Port Adelaide",12,16,88,"North Melbourne",11,6,72,"Adelaide Oval",16,2019,"Regular",6
15456,2019-04-27,"R6","Gold Coast",9,8,62,"Brisbane Lions",16,15,111,"Carrara",-49,2019,"Regular",6
15457,2019-04-27,"R6","St Kilda",10,8,68,"Adelaide",15,7,97,"Docklands",-29,2019,"Regular",6
15458,2019-04-27,"R6","Sydney",12,7,79,"GWS",18,12,120,"S.C.G.",-41,2019,"Regular",6
15459,2019-04-27,"R6","Fremantle",13,10,88,"Footscray",9,15,69,"Perth Stadium",19,2019,"Regular",6
15460,2019-04-28,"R6","Hawthorn",13,15,93,"Carlton",13,10,88,"York Park",5,2019,"Regular",6
15461,2019-04-28,"R6","Geelong",15,14,104,"West Coast",7,4,46,"Kardinia Park",58,2019,"Regular",6
15462,2019-05-03,"R7","Collingwood",15,18,108,"Port Adelaide",10,9,69,"Docklands",39,2019,"Regular",7
15463,2019-05-04,"R7","Melbourne",11,13,79,"Hawthorn",11,8,74,"M.C.G.",5,2019,"Regular",7
15464,2019-05-04,"R7","GWS",18,6,114,"St Kilda",10,10,70,"Manuka Oval",44,2019,"Regular",7
15465,2019-05-04,"R7","Brisbane Lions",14,19,103,"Sydney",12,9,81,"Gabba",22,2019,"Regular",7
15466,2019-05-04,"R7","Footscray",15,9,99,"Richmond",7,10,52,"Docklands",47,2019,"Regular",7
15467,2019-05-04,"R7","West Coast",11,14,80,"Gold Coast",8,9,57,"Perth Stadium",23,2019,"Regular",7
15468,2019-05-05,"R7","Carlton",8,14,62,"North Melbourne",18,12,120,"Docklands",-58,2019,"Regular",7
15469,2019-05-05,"R7","Geelong",13,8,86,"Essendon",7,12,54,"M.C.G.",32,2019,"Regular",7
15470,2019-05-05,"R7","Adelaide",7,9,51,"Fremantle",5,4,34,"Adelaide Oval",17,2019,"Regular",7
15471,2019-05-10,"R8","Sydney",11,11,77,"Essendon",10,12,72,"S.C.G.",5,2019,"Regular",8
15472,2019-05-11,"R8","Carlton",13,9,87,"Collingwood",16,10,106,"M.C.G.",-19,2019,"Regular",8
15473,2019-05-11,"R8","Footscray",13,14,92,"Brisbane Lions",11,10,76,"Eureka Stadium",16,2019,"Regular",8
15474,2019-05-11,"R8","Gold Coast",9,6,60,"Melbourne",8,13,61,"Carrara",-1,2019,"Regular",8
15475,2019-05-11,"R8","St Kilda",10,10,70,"West Coast",12,16,88,"Docklands",-18,2019,"Regular",8
15476,2019-05-11,"R8","Port Adelaide",9,14,68,"Adelaide",13,10,88,"Adelaide Oval",-20,2019,"Regular",8
15477,2019-05-12,"R8","North Melbourne",11,14,80,"Geelong",16,8,104,"Docklands",-24,2019,"Regular",8
15478,2019-05-12,"R8","Hawthorn",10,11,71,"GWS",5,8,38,"M.C.G.",33,2019,"Regular",8
15479,2019-05-12,"R8","Fremantle",12,14,86,"Richmond",17,9,111,"Perth Stadium",-25,2019,"Regular",8
15480,2019-05-17,"R9","West Coast",13,7,85,"Melbourne",9,15,69,"Perth Stadium",16,2019,"Regular",9
15481,2019-05-18,"R9","Collingwood",17,10,112,"St Kilda",10,11,71,"M.C.G.",41,2019,"Regular",9
15482,2019-05-18,"R9","Brisbane Lions",13,15,93,"Adelaide",13,14,92,"Gabba",1,2019,"Regular",9
15483,2019-05-18,"R9","Geelong",21,7,133,"Footscray",13,11,89,"Kardinia Park",44,2019,"Regular",9
15484,2019-05-18,"R9","Essendon",8,12,60,"Fremantle",7,11,53,"Docklands",7,2019,"Regular",9
15485,2019-05-18,"R9","North Melbourne",10,12,72,"Sydney",11,11,77,"Bellerive Oval",-5,2019,"Regular",9
15486,2019-05-19,"R9","Port Adelaide",13,11,89,"Gold Coast",7,9,51,"Adelaide Oval",38,2019,"Regular",9
15487,2019-05-19,"R9","Richmond",14,11,95,"Hawthorn",8,11,59,"M.C.G.",36,2019,"Regular",9
15488,2019-05-19,"R9","GWS",20,18,138,"Carlton",7,3,45,"Sydney Showground",93,2019,"Regular",9
15489,2019-05-24,"R10","Sydney",11,7,73,"Collingwood",11,14,80,"S.C.G.",-7,2019,"Regular",10
