"Game","Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type","Round.Number"
15490,2019-05-25,"R10","Hawthorn",12,8,80,"Port Adelaide",6,13,49,"York Park",31,2019,"Regular",10
15491,2019-05-25,"R10","Footscray",13,12,90,"North Melbourne",18,7,115,"Docklands",-25,2019,"Regular",10
15492,2019-05-25,"R10","Adelaide",10,13,73,"West Coast",13,7,85,"Adelaide Oval",-12,2019,"Regular",10
15493,2019-05-25,"R10","Richmond",10,13,73,"Essendon",6,14,50,"M.C.G.",23,2019,"Regular",10
15494,2019-05-25,"R10","Gold Coast",9,10,64,"Geelong",13,13,91,"Carrara",-27,2019,"Regular",10
15495,2019-05-26,"R10","Melbourne",10,8,68,"GWS",14,10,94,"M.C.G.",-26,2019,"Regular",10
15496,2019-05-26,"R10","St Kilda",9,14,68,"Carlton",8,7,55,"Docklands",13,2019,"Regular",10
15497,2019-05-26,"R10","Fremantle",10,13,73,"Brisbane Lions",10,12,72,"Perth Stadium",1,2019,"Regular",10
15498,2019-05-31,"R11","North Melbourne",15,9,99,"Richmond",9,8,62,"Docklands",37,2019,"Regular",11
15499,2019-06-01,"R11","Collingwood",11,9,75,"Fremantle",11,13,79,"M.C.G.",-4,2019,"Regular",11
15500,2019-06-01,"R11","GWS",19,12,126,"Gold Coast",6,7,43,"Sydney Showground",83,2019,"Regular",11
15501,2019-06-01,"R11","Geelong",13,7,85,"Sydney",8,15,63,"Kardinia Park",22,2019,"Regular",11
15502,2019-06-01,"R11","Brisbane Lions",12,13,85,"Hawthorn",10,6,66,"Gabba",19,2019,"Regular",11
15503,2019-06-01,"R11","Melbourne",12,16,88,"Adelaide",14,6,90,"Marrara Oval",-2,2019,"Regular",11
15504,2019-06-02,"R11","St Kilda",9,15,69,"Port Adelaide",22,7,139,"Jiangwan Stadium",-70,2019,"Regular",11
15505,2019-06-02,"R11","Essendon",11,8,74,"Carlton",4,9,33,"M.C.G.",41,2019,"Regular",11
15506,2019-06-02,"R11","West Coast",21,7,133,"Footscray",10,12,72,"Perth Stadium",61,2019,"Regular",11
15507,2019-06-07,"R12","Richmond",5,7,37,"Geelong",16,8,104,"M.C.G.",-67,2019,"Regular",12
15508,2019-06-08,"R12","Carlton",11,12,78,"Brisbane Lions",9,9,63,"Docklands",15,2019,"Regular",12
15509,2019-06-08,"R12","Gold Coast",11,6,72,"North Melbourne",14,15,99,"Carrara",-27,2019,"Regular",12
15510,2019-06-08,"R12","Adelaide",12,10,82,"GWS",9,7,61,"Adelaide Oval",21,2019,"Regular",12
15511,2019-06-09,"R12","Sydney",18,8,116,"West Coast",10,11,71,"S.C.G.",45,2019,"Regular",12
15512,2019-06-10,"R12","Collingwood",15,8,98,"Melbourne",7,15,57,"M.C.G.",41,2019,"Regular",12
15513,2019-06-13,"R13","Adelaide",15,11,101,"Richmond",9,14,68,"Adelaide Oval",33,2019,"Regular",13
15514,2019-06-14,"R13","Essendon",14,12,96,"Hawthorn",11,11,77,"Docklands",19,2019,"Regular",13
15515,2019-06-15,"R13","Gold Coast",11,10,76,"St Kilda",11,14,80,"Riverway Stadium",-4,2019,"Regular",13
15516,2019-06-15,"R13","Fremantle",15,10,100,"Port Adelaide",12,7,79,"Perth Stadium",21,2019,"Regular",13
15517,2019-06-15,"R13","Carlton",15,10,100,"Footscray",15,13,103,"Docklands",-3,2019,"Regular",13
15518,2019-06-16,"R13","North Melbourne",10,8,68,"GWS",14,7,91,"Bellerive Oval",-23,2019,"Regular",13
15519,2019-06-20,"R14","West Coast",14,22,106,"Essendon",11,5,71,"Perth Stadium",35,2019,"Regular",14
15520,2019-06-21,"R14","Sydney",12,10,82,"Hawthorn",9,9,63,"S.C.G.",19,2019,"Regular",14
15521,2019-06-22,"R14","Melbourne",13,7,85,"Fremantle",11,5,71,"M.C.G.",14,2019,"Regular",14
15522,2019-06-22,"R14","St Kilda",8,11,59,"Brisbane Lions",17,13,115,"Docklands",-56,2019,"Regular",14
15523,2019-06-22,"R14","Port Adelaide",9,13,67,"Geelong",8,8,56,"Adelaide Oval",11,2019,"Regular",14
15524,2019-06-23,"R14","Footscray",10,13,73,"Collingwood",13,4,82,"Docklands",-9,2019,"Regular",14
15525,2019-06-27,"R15","Essendon",12,5,77,"GWS",10,11,71,"Docklands",6,2019,"Regular",15
15526,2019-06-28,"R15","Geelong",14,12,96,"Adelaide",10,9,69,"Kardinia Park",27,2019,"Regular",15
15527,2019-06-29,"R15","Hawthorn",9,17,71,"West Coast",11,11,77,"M.C.G.",-6,2019,"Regular",15
15528,2019-06-29,"R15","Sydney",14,9,93,"Gold Coast",7,9,51,"S.C.G.",42,2019,"Regular",15
15529,2019-06-29,"R15","Collingwood",5,7,37,"North Melbourne",11,15,81,"Docklands",-44,2019,"Regular",15
15530,2019-06-29,"R15","Port Adelaide",5,11,41,"Footscray",10,6,66,"Adelaide Oval",-25,2019,"Regular",15
15531,2019-06-30,"R15","St Kilda",10,10,70,"Richmond",16,7,103,"Docklands",-33,2019,"Regular",15
15532,2019-06-30,"R15","Brisbane Lions",15,17,107,"Melbourne",11,8,74,"Gabba",33,2019,"Regular",15
15533,2019-06-30,"R15","Fremantle",11,9,75,"Carlton",11,13,79,"Perth Stadium",-4,2019,"Regular",15
15534,2019-07-05,"R16","Hawthorn",9,13,67,"Collingwood",9,9,63,"M.C.G.",4,2019,"Regular",16
15535,2019-07-06,"R16","Essendon",11,10,76,"Sydney",9,12,66,"M.C.G.",10,2019,"Regular",16
15536,2019-07-06,"R16","Gold Coast",9,4,58,"Richmond",23,12,150,"Carrara",-92,2019,"Regular",16
15537,2019-07-06,"R16","Adelaide",5,14,44,"Port Adelaide",15,11,101,"Adelaide Oval",-57,2019,"Regular",16
15538,2019-07-06,"R16","Footscray",10,11,71,"Geelong",7,13,55,"Docklands",16,2019,"Regular",16
15539,2019-07-06,"R16","Fremantle",2,19,31,"West Coast",19,8,122,"Perth Stadium",-91,2019,"Regular",16
15540,2019-07-07,"R16","Carlton",15,10,100,"Melbourne",15,15,105,"M.C.G.",-5,2019,"Regular",16
15541,2019-07-07,"R16","North Melbourne",17,10,112,"St Kilda",11,7,73,"Bellerive Oval",39,2019,"Regular",16
15542,2019-07-07,"R16","GWS",11,8,74,"Brisbane Lions",14,10,94,"Sydney Showground",-20,2019,"Regular",16
15543,2019-07-12,"R17","West Coast",12,5,77,"Collingwood",11,12,78,"Perth Stadium",-1,2019,"Regular",17
15544,2019-07-13,"R17","Sydney",8,14,62,"Carlton",9,15,69,"S.C.G.",-7,2019,"Regular",17
15545,2019-07-13,"R17","Hawthorn",12,12,84,"Fremantle",8,5,53,"York Park",31,2019,"Regular",17
15546,2019-07-13,"R17","Essendon",12,14,86,"North Melbourne",12,9,81,"Docklands",5,2019,"Regular",17
15547,2019-07-13,"R17","Gold Coast",8,8,56,"Adelaide",23,13,151,"Carrara",-95,2019,"Regular",17
15548,2019-07-13,"R17","Geelong",12,12,84,"St Kilda",8,9,57,"Kardinia Park",27,2019,"Regular",17
15549,2019-07-14,"R17","Richmond",13,16,94,"GWS",9,13,67,"M.C.G.",27,2019,"Regular",17
15550,2019-07-14,"R17","Footscray",10,14,74,"Melbourne",9,12,66,"Docklands",8,2019,"Regular",17
15551,2019-07-14,"R17","Port Adelaide",6,13,49,"Brisbane Lions",14,13,97,"Adelaide Oval",-48,2019,"Regular",17
15552,2019-07-19,"R18","Adelaide",10,15,75,"Essendon",15,6,96,"Adelaide Oval",-21,2019,"Regular",18
15553,2019-07-20,"R18","Richmond",15,11,101,"Port Adelaide",9,9,63,"M.C.G.",38,2019,"Regular",18
15554,2019-07-20,"R18","Carlton",15,9,99,"Gold Coast",11,9,75,"Docklands",24,2019,"Regular",18
15555,2019-07-20,"R18","GWS",19,8,122,"Collingwood",11,9,75,"Sydney Showground",47,2019,"Regular",18
15556,2019-07-20,"R18","Brisbane Lions",12,15,87,"North Melbourne",12,3,75,"Gabba",12,2019,"Regular",18
15557,2019-07-20,"R18","Fremantle",7,10,52,"Sydney",7,9,51,"Perth Stadium",1,2019,"Regular",18
15558,2019-07-21,"R18","Geelong",8,13,61,"Hawthorn",12,13,85,"M.C.G.",-24,2019,"Regular",18
15559,2019-07-21,"R18","Melbourne",11,12,78,"West Coast",14,7,91,"Traeger Park",-13,2019,"Regular",18
15560,2019-07-21,"R18","St Kilda",17,14,116,"Footscray",14,5,89,"Docklands",27,2019,"Regular",18
15561,2019-07-26,"R19","Collingwood",9,12,66,"Richmond",14,14,98,"M.C.G.",-32,2019,"Regular",19
15562,2019-07-27,"R19","Hawthorn",7,18,60,"Brisbane Lions",13,9,87,"York Park",-27,2019,"Regular",19
15563,2019-07-27,"R19","Carlton",13,9,87,"Adelaide",9,6,60,"M.C.G.",27,2019,"Regular",19
15564,2019-07-27,"R19","West Coast",18,13,121,"North Melbourne",10,12,72,"Perth Stadium",49,2019,"Regular",19
15565,2019-07-27,"R19","St Kilda",15,14,104,"Melbourne",13,7,85,"Docklands",19,2019,"Regular",19
15566,2019-07-27,"R19","Port Adelaide",7,13,55,"GWS",8,8,56,"Adelaide Oval",-1,2019,"Regular",19
15567,2019-07-28,"R19","Footscray",16,17,113,"Fremantle",9,12,66,"Docklands",47,2019,"Regular",19
15568,2019-07-28,"R19","Sydney",12,8,80,"Geelong",16,11,107,"S.C.G.",-27,2019,"Regular",19
15569,2019-07-28,"R19","Gold Coast",15,6,96,"Essendon",16,10,106,"Carrara",-10,2019,"Regular",19
15570,2019-08-02,"R20","North Melbourne",12,14,86,"Hawthorn",9,10,64,"Docklands",22,2019,"Regular",20
15571,2019-08-03,"R20","Essendon",9,13,67,"Port Adelaide",19,12,126,"Docklands",-59,2019,"Regular",20
15572,2019-08-03,"R20","GWS",12,11,83,"Sydney",12,9,81,"Sydney Showground",2,2019,"Regular",20
15573,2019-08-03,"R20","Fremantle",14,11,95,"Geelong",9,7,61,"Perth Stadium",34,2019,"Regular",20
15574,2019-08-03,"R20","Melbourne",9,6,60,"Richmond",13,15,93,"M.C.G.",-33,2019,"Regular",20
15575,2019-08-03,"R20","Adelaide",14,8,92,"St Kilda",10,10,70,"Adelaide Oval",22,2019,"Regular",20
15576,2019-08-04,"R20","Collingwood",18,12,120,"Gold Coast",8,3,51,"M.C.G.",69,2019,"Regular",20
15577,2019-08-04,"R20","Carlton",11,9,75,"West Coast",15,9,99,"Docklands",-24,2019,"Regular",20
15578,2019-08-04,"R20","Brisbane Lions",14,14,98,"Footscray",11,14,80,"Gabba",18,2019,"Regular",20
15579,2019-08-09,"R21","GWS",4,5,29,"Hawthorn",13,7,85,"Manuka Oval",-56,2019,"Regular",21
15580,2019-08-10,"R21","Melbourne",7,11,53,"Collingwood",10,10,70,"M.C.G.",-17,2019,"Regular",21
15581,2019-08-10,"R21","Port Adelaide",15,13,103,"Sydney",7,14,56,"Adelaide Oval",47,2019,"Regular",21
15582,2019-08-10,"R21","Brisbane Lions",22,12,144,"Gold Coast",8,5,53,"Gabba",91,2019,"Regular",21
15583,2019-08-10,"R21","Essendon",4,9,33,"Footscray",21,11,137,"Docklands",-104,2019,"Regular",21
15584,2019-08-10,"R21","Geelong",9,15,69,"North Melbourne",1,8,14,"Kardinia Park",55,2019,"Regular",21
15585,2019-08-11,"R21","St Kilda",10,12,72,"Fremantle",10,9,69,"Docklands",3,2019,"Regular",21
15586,2019-08-11,"R21","Richmond",11,7,73,"Carlton",6,9,45,"M.C.G.",28,2019,"Regular",21
15587,2019-08-11,"R21","West Coast",13,12,90,"Adelaide",12,8,80,"Perth Stadium",10,2019,"Regular",21
15588,2019-08-16,"R22","Melbourne",5,12,42,"Sydney",15,5,95,"M.C.G.",-53,2019,"Regular",22
15589,2019-08-17,"R22","Carlton",11,12,78,"St Kilda",10,8,68,"M.C.G.",10,2019,"Regular",22
15590,2019-08-17,"R22","Brisbane Lions",10,15,75,"Geelong",10,14,74,"Gabba",1,2019,"Regular",22
15591,2019-08-17,"R22","Adelaide",6,12,48,"Collingwood",17,12,114,"Adelaide Oval",-66,2019,"Regular",22
15592,2019-08-17,"R22","North Melbourne",22,12,144,"Port Adelaide",8,10,58,"Docklands",86,2019,"Regular",22
15593,2019-08-17,"R22","Fremantle",7,13,55,"Essendon",13,9,87,"Perth Stadium",-32,2019,"Regular",22
15594,2019-08-18,"R22","Richmond",13,10,88,"West Coast",13,4,82,"M.C.G.",6,2019,"Regular",22
15595,2019-08-18,"R22","GWS",9,11,65,"Footscray",19,12,126,"Sydney Showground",-61,2019,"Regular",22
15596,2019-08-18,"R22","Hawthorn",18,10,118,"Gold Coast",7,6,48,"Docklands",70,2019,"Regular",22
15597,2019-08-23,"R23","Collingwood",10,16,76,"Essendon",10,5,65,"M.C.G.",11,2019,"Regular",23
15598,2019-08-24,"R23","Sydney",17,7,109,"St Kilda",8,16,64,"S.C.G.",45,2019,"Regular",23
15599,2019-08-24,"R23","North Melbourne",13,10,88,"Melbourne",12,11,83,"Bellerive Oval",5,2019,"Regular",23
15600,2019-08-24,"R23","Geelong",19,15,129,"Carlton",8,13,61,"Kardinia Park",68,2019,"Regular",23
15601,2019-08-24,"R23","Gold Coast",7,13,55,"GWS",20,7,127,"Carrara",-72,2019,"Regular",23
15602,2019-08-24,"R23","West Coast",9,13,67,"Hawthorn",16,9,105,"Perth Stadium",-38,2019,"Regular",23
15603,2019-08-25,"R23","Footscray",18,13,121,"Adelaide",13,9,87,"Eureka Stadium",34,2019,"Regular",23
15604,2019-08-25,"R23","Richmond",12,10,82,"Brisbane Lions",8,7,55,"M.C.G.",27,2019,"Regular",23
15605,2019-08-25,"R23","Port Adelaide",15,20,110,"Fremantle",10,7,67,"Adelaide Oval",43,2019,"Regular",23
15606,2019-09-05,"EF","West Coast",17,14,116,"Essendon",9,7,61,"Perth Stadium",55,2019,"Finals",24
15607,2019-09-06,"QF","Geelong",7,9,51,"Collingwood",9,7,61,"M.C.G.",-10,2019,"Finals",24
15608,2019-09-07,"EF","GWS",16,17,113,"Footscray",8,7,55,"Sydney Showground",58,2019,"Finals",24
15609,2019-09-07,"QF","Brisbane Lions",8,17,65,"Richmond",18,4,112,"Gabba",-47,2019,"Finals",24
15610,2019-09-13,"SF","Geelong",13,10,88,"West Coast",10,8,68,"M.C.G.",20,2019,"Finals",25
15611,2019-09-14,"SF","Brisbane Lions",11,14,80,"GWS",12,11,83,"Gabba",-3,2019,"Finals",25
15612,2019-09-20,"PF","Richmond",12,13,85,"Geelong",9,12,66,"M.C.G.",19,2019,"Finals",26
15613,2019-09-21,"PF","Collingwood",7,10,52,"GWS",8,8,56,"M.C.G.",-4,2019,"Finals",26
15614,2019-09-28,"GF","Richmond",17,12,114,"GWS",3,7,25,"M.C.G.",89,2019,"Finals",27
15615,2020-03-19,"R1","Richmond",16,9,105,"Carlton",12,9,81,"M.C.G.",24,2020,"Regular",1
15616,2020-03-20,"R1","Footscray",5,4,34,"Collingwood",13,8,86,"Docklands",-52,2020,"Regular",1
15617,2020-03-21,"R1","Essendon",9,9,63,"Fremantle",8,9,57,"Docklands",6,2020,"Regular",1
15618,2020-03-21,"R1","Adelaide",11,5,71,"Sydney",11,8,74,"Adelaide Oval",-3,2020,"Regular",1
15619,2020-03-21,"R1","GWS",17,3,105,"Geelong",11,7,73,"Sydney Showground",32,2020,"Regular",1
15620,2020-03-21,"R1","Gold Coast",4,5,29,"Port Adelaide",10,16,76,"Carrara",-47,2020,"Regular",1
15621,2020-03-22,"R1","North Melbourne",8,8,56,"St Kilda",7,12,54,"Docklands",2,2020,"Regular",1
15622,2020-03-22,"R1","Hawthorn",14,6,90,"Brisbane Lions",9,8,62,"M.C.G.",28,2020,"Regular",1
15623,2020-03-22,"R1","West Coast",12,6,78,"Melbourne",7,9,51,"Perth Stadium",27,2020,"Regular",1
15624,2020-06-11,"R2","Collingwood",5,6,36,"Richmond",5,6,36,"M.C.G.",0,2020,"Regular",2
15625,2020-06-12,"R2","Geelong",17,6,108,"Hawthorn",7,5,47,"Kardinia Park",61,2020,"Regular",2
15626,2020-06-13,"R2","Brisbane Lions",12,9,81,"Fremantle",10,9,69,"Gabba",12,2020,"Regular",2
15627,2020-06-13,"R2","Carlton",7,11,53,"Melbourne",8,6,54,"Docklands",-1,2020,"Regular",2
15628,2020-06-13,"R2","Port Adelaide",17,8,110,"Adelaide",5,5,35,"Adelaide Oval",75,2020,"Regular",2
15629,2020-06-13,"R2","Gold Coast",14,6,90,"West Coast",6,10,46,"Carrara",44,2020,"Regular",2
15630,2020-06-14,"R2","GWS",8,12,60,"North Melbourne",12,8,80,"Sydney Showground",-20,2020,"Regular",2
15631,2020-06-14,"R2","Sydney",11,7,73,"Essendon",12,7,79,"S.C.G.",-6,2020,"Regular",2
15632,2020-06-14,"R2","St Kilda",14,4,88,"Footscray",7,7,49,"Docklands",39,2020,"Regular",2
15633,2020-06-18,"R3","Richmond",5,9,39,"Hawthorn",11,5,71,"M.C.G.",-32,2020,"Regular",3
15634,2020-06-19,"R3","Footscray",8,9,57,"GWS",4,9,33,"Docklands",24,2020,"Regular",3
15635,2020-06-20,"R3","North Melbourne",8,12,60,"Sydney",10,11,71,"Docklands",-11,2020,"Regular",3
15636,2020-06-20,"R3","Collingwood",12,9,81,"St Kilda",5,7,37,"M.C.G.",44,2020,"Regular",3
15637,2020-06-20,"R3","Geelong",11,11,77,"Carlton",12,7,79,"Kardinia Park",-2,2020,"Regular",3
15638,2020-06-20,"R3","Brisbane Lions",10,14,74,"West Coast",6,8,44,"Gabba",30,2020,"Regular",3
15639,2020-06-21,"R3","Gold Coast",12,10,82,"Adelaide",4,5,29,"Carrara",53,2020,"Regular",3
15640,2020-06-21,"R3","Fremantle",6,5,41,"Port Adelaide",10,10,70,"Carrara",-29,2020,"Regular",3
15641,2020-06-25,"R4","Sydney",5,9,39,"Footscray",10,7,67,"S.C.G.",-28,2020,"Regular",4
15642,2020-06-26,"R4","GWS",10,6,66,"Collingwood",9,10,64,"Sydney Showground",2,2020,"Regular",4
15643,2020-06-27,"R4","Port Adelaide",13,11,89,"West Coast",6,5,41,"Carrara",48,2020,"Regular",4
15644,2020-06-27,"R4","St Kilda",15,3,93,"Richmond",10,7,67,"Docklands",26,2020,"Regular",4
15645,2020-06-27,"R4","Essendon",8,3,51,"Carlton",7,10,52,"M.C.G.",-1,2020,"Regular",4
15646,2020-06-27,"R4","Gold Coast",10,4,64,"Fremantle",8,3,51,"Carrara",13,2020,"Regular",4
15647,2020-06-28,"R4","Brisbane Lions",10,23,83,"Adelaide",7,4,46,"Gabba",37,2020,"Regular",4
15648,2020-06-28,"R4","Melbourne",6,8,44,"Geelong",7,5,47,"M.C.G.",-3,2020,"Regular",4
15649,2020-06-28,"R4","Hawthorn",8,10,58,"North Melbourne",8,6,54,"Docklands",4,2020,"Regular",4
15650,2020-07-02,"R5","Carlton",8,7,55,"St Kilda",11,7,73,"Docklands",-18,2020,"Regular",5
15651,2020-07-03,"R5","Collingwood",7,6,48,"Essendon",10,3,63,"M.C.G.",-15,2020,"Regular",5
15652,2020-07-04,"R5","West Coast",11,11,77,"Sydney",6,7,43,"Carrara",34,2020,"Regular",5
15653,2020-07-04,"R5","Geelong",13,11,89,"Gold Coast",8,4,52,"Kardinia Park",37,2020,"Regular",5
15654,2020-07-04,"R5","Footscray",13,9,87,"North Melbourne",5,8,38,"Docklands",49,2020,"Regular",5
15655,2020-07-04,"R5","Brisbane Lions",12,13,85,"Port Adelaide",6,12,48,"Gabba",37,2020,"Regular",5
15656,2020-07-05,"R5","Adelaide",4,10,34,"Fremantle",8,6,54,"Carrara",-20,2020,"Regular",5
15657,2020-07-05,"R5","Melbourne",8,4,52,"Richmond",12,7,79,"M.C.G.",-27,2020,"Regular",5
15658,2020-07-05,"R5","GWS",13,5,83,"Hawthorn",7,7,49,"Sydney Showground",34,2020,"Regular",5
15659,2020-07-09,"R6","Geelong",11,7,73,"Brisbane Lions",6,10,46,"S.C.G.",27,2020,"Regular",6
15660,2020-07-10,"R6","Collingwood",8,11,59,"Hawthorn",3,9,27,"Sydney Showground",32,2020,"Regular",6
15661,2020-07-11,"R6","Fremantle",12,7,79,"St Kilda",11,7,73,"Carrara",6,2020,"Regular",6
15662,2020-07-11,"R6","West Coast",10,7,67,"Adelaide",5,4,34,"Gabba",33,2020,"Regular",6
15663,2020-07-11,"R6","Melbourne",12,8,80,"Gold Coast",9,9,63,"Sydney Showground",17,2020,"Regular",6
15664,2020-07-11,"R6","Essendon",9,13,67,"North Melbourne",7,11,53,"Carrara",14,2020,"Regular",6
15665,2020-07-12,"R6","Port Adelaide",9,9,63,"GWS",6,10,46,"Carrara",17,2020,"Regular",6
15666,2020-07-12,"R6","Richmond",4,10,34,"Sydney",3,8,26,"Gabba",8,2020,"Regular",6
15667,2020-07-12,"R6","Carlton",16,7,103,"Footscray",7,9,51,"Carrara",52,2020,"Regular",6
15668,2020-07-16,"R7","Geelong",5,5,35,"Collingwood",8,9,57,"Perth Stadium",-22,2020,"Regular",7
15669,2020-07-17,"R7","Essendon",7,9,51,"Footscray",14,9,93,"Carrara",-42,2020,"Regular",7
15670,2020-07-18,"R7","GWS",10,8,68,"Brisbane Lions",13,10,88,"Sydney Showground",-20,2020,"Regular",7
15671,2020-07-18,"R7","Sydney",9,6,60,"Gold Coast",13,14,92,"S.C.G.",-32,2020,"Regular",7
15672,2020-07-18,"R7","Richmond",11,11,77,"North Melbourne",2,11,23,"Carrara",54,2020,"Regular",7
15673,2020-07-19,"R7","Carlton",9,7,61,"Port Adelaide",9,10,64,"Gabba",-3,2020,"Regular",7
15674,2020-07-19,"R7","Hawthorn",7,6,48,"Melbourne",14,7,91,"Sydney Showground",-43,2020,"Regular",7
15675,2020-07-19,"R7","Fremantle",5,2,32,"West Coast",9,8,62,"Perth Stadium",-30,2020,"Regular",7
15676,2020-07-20,"R7","Adelaide",8,7,55,"St Kilda",12,6,78,"Adelaide Oval",-23,2020,"Regular",7
15677,2020-07-23,"R8","Gold Coast",6,10,46,"Footscray",7,9,51,"Carrara",-5,2020,"Regular",8
15678,2020-07-24,"R8","GWS",9,8,62,"Richmond",6,14,50,"Sydney Showground",12,2020,"Regular",8
15679,2020-07-25,"R8","North Melbourne",9,3,57,"Carlton",9,10,64,"Gabba",-7,2020,"Regular",8
15680,2020-07-25,"R8","Sydney",9,6,60,"Hawthorn",7,11,53,"S.C.G.",7,2020,"Regular",8
15681,2020-07-25,"R8","Port Adelaide",6,8,44,"St Kilda",12,1,73,"Adelaide Oval",-29,2020,"Regular",8
15682,2020-07-26,"R8","Adelaide",8,11,59,"Essendon",9,8,62,"Adelaide Oval",-3,2020,"Regular",8
15683,2020-07-26,"R8","West Coast",18,3,111,"Collingwood",6,9,45,"Perth Stadium",66,2020,"Regular",8
15684,2020-07-26,"R8","Melbourne",7,7,49,"Brisbane Lions",7,11,53,"Carrara",-4,2020,"Regular",8
15685,2020-07-27,"R8","Fremantle",2,4,16,"Geelong",6,12,48,"Perth Stadium",-32,2020,"Regular",8
15686,2020-07-29,"R9","Footscray",7,7,49,"Richmond",13,12,90,"Carrara",-41,2020,"Regular",9
15687,2020-07-30,"R9","Melbourne",4,8,32,"Port Adelaide",12,11,83,"Gabba",-51,2020,"Regular",9
15688,2020-07-31,"R9","Carlton",9,4,58,"Hawthorn",14,5,89,"Perth Stadium",-31,2020,"Regular",9
15689,2020-07-31,"R9","Essendon",3,10,28,"Brisbane Lions",14,7,91,"Carrara",-63,2020,"Regular",9
15690,2020-08-01,"R9","North Melbourne",19,5,119,"Adelaide",7,8,50,"Carrara",69,2020,"Regular",9
15691,2020-08-01,"R9","St Kilda",15,11,101,"Sydney",6,12,48,"Gabba",53,2020,"Regular",9
15692,2020-08-01,"R9","West Coast",11,7,73,"Geelong",10,4,64,"Perth Stadium",9,2020,"Regular",9
15693,2020-08-02,"R9","Gold Coast",4,11,35,"GWS",9,7,61,"Carrara",-26,2020,"Regular",9
15694,2020-08-02,"R9","Fremantle",10,1,61,"Collingwood",7,7,49,"Perth Stadium",12,2020,"Regular",9
15695,2020-08-03,"R10","Port Adelaide",8,7,55,"Footscray",5,12,42,"Adelaide Oval",13,2020,"Regular",10
15696,2020-08-04,"R10","Richmond",12,10,82,"Brisbane Lions",4,17,41,"Carrara",41,2020,"Regular",10
15697,2020-08-05,"R10","Geelong",13,12,90,"North Melbourne",9,3,57,"Gabba",33,2020,"Regular",10
15698,2020-08-05,"R10","Adelaide",5,7,37,"Melbourne",13,10,88,"Adelaide Oval",-51,2020,"Regular",10
15699,2020-08-06,"R10","Collingwood",6,14,50,"Sydney",6,5,41,"Gabba",9,2020,"Regular",10
15700,2020-08-06,"R10","Gold Coast",11,8,74,"St Kilda",12,6,78,"Carrara",-4,2020,"Regular",10
15701,2020-08-07,"R10","Essendon",8,7,55,"GWS",8,11,59,"Carrara",-4,2020,"Regular",10
15702,2020-08-08,"R11","Port Adelaide",13,15,93,"Richmond",11,6,72,"Adelaide Oval",21,2020,"Regular",11
15703,2020-08-08,"R11","Brisbane Lions",14,12,96,"Footscray",11,6,72,"Gabba",24,2020,"Regular",11
15704,2020-08-09,"R11","West Coast",11,6,72,"Carlton",7,8,50,"Perth Stadium",22,2020,"Regular",11
15705,2020-08-09,"R11","Melbourne",13,14,92,"North Melbourne",5,5,35,"Adelaide Oval",57,2020,"Regular",11
15706,2020-08-10,"R11","St Kilda",4,10,34,"Geelong",14,9,93,"Gabba",-59,2020,"Regular",11
15707,2020-08-10,"R11","Fremantle",7,6,48,"Hawthorn",4,8,32,"Perth Stadium",16,2020,"Regular",11
15708,2020-08-11,"R11","Adelaide",5,8,38,"Collingwood",10,2,62,"Adelaide Oval",-24,2020,"Regular",11
15709,2020-08-12,"R11","Gold Coast",11,7,73,"Essendon",11,7,73,"Carrara",0,2020,"Regular",11
15710,2020-08-13,"R12","Sydney",10,6,66,"GWS",3,7,25,"Perth Stadium",41,2020,"Regular",12
15711,2020-08-14,"R12","Geelong",14,7,91,"Port Adelaide",4,7,31,"Carrara",60,2020,"Regular",12
15712,2020-08-15,"R12","North Melbourne",8,4,52,"Brisbane Lions",7,11,53,"Carrara",-1,2020,"Regular",12
15713,2020-08-15,"R12","Melbourne",16,4,100,"Collingwood",6,8,44,"Gabba",56,2020,"Regular",12
15714,2020-08-15,"R12","Fremantle",5,6,36,"Carlton",5,10,40,"Perth Stadium",-4,2020,"Regular",12
15715,2020-08-16,"R12","Footscray",16,15,111,"Adelaide",8,6,54,"Carrara",57,2020,"Regular",12
15716,2020-08-16,"R12","St Kilda",10,8,68,"Essendon",5,3,33,"Gabba",35,2020,"Regular",12
15717,2020-08-16,"R12","West Coast",12,9,81,"Hawthorn",7,7,49,"Perth Stadium",32,2020,"Regular",12
15718,2020-08-17,"R12","Richmond",8,5,53,"Gold Coast",4,8,32,"Gabba",21,2020,"Regular",12
15719,2020-08-21,"R13","Gold Coast",4,3,27,"Carlton",7,18,60,"Marrara Oval",-33,2020,"Regular",13
15720,2020-08-22,"R13","Footscray",12,8,80,"Melbourne",7,10,52,"Carrara",28,2020,"Regular",13
15721,2020-08-22,"R13","Port Adelaide",9,14,68,"Hawthorn",9,4,58,"Adelaide Oval",10,2020,"Regular",13
